"adjacency","laplacian","adjacency_weighted","laplacian_weighted"
6.75902236519135,34.0664501635394,418.745821755634,1043.47806174016
4.06784317512935,14.7008257812896,12.1831399454375,280.855238597435
2.41546489199727,11.875274166537,6.609711302488,162.544623066319
2.12611841749722,9.65115848657132,4.44151187588804,82.7600577898538
1.98893619739189,8.26967193587084,2.76297502693426,45.2533765415503
1.60865370208197,7.80450282910494,2.48870058965,34.9367552045016
1.35040716788166,7.18890361132035,2.00258405533586,30.6747870046656
1.21006560481404,6.25667567848831,1.31976622208799,25.7554265483743
0.814249473447759,4.64353798530919,0.961018381511961,21.7256693569259
0.758726024128029,4.13142588887225,0.628965576025499,17.8287624952394
0.45606639406934,3.86434791613996,0.400130356732544,17.2127772084287
0.367780153988848,3.6288403576164,0.183047237417605,15.6862006025931
0,3.33626241188162,0,13.8026844769361
0,3.18249601524876,0,13.2310164803896
0,2.77541422347948,0,12.8657068109608
0,2.72315760671802,0,12.5473820432653
0,2.28849482079981,0,12.1387200982483
0,2.16808136949014,0,11.7962998366354
0,2,0,8.94955336687153
0,1.87922288943542,0,8.80523035493239
0,1.82942670448187,0,7.96068392591396
0,1.77097144852368,0,7.38796487577937
0,1.62505817174534,0,6.97875213578885
0,1.55186253952434,0,5.36532560731906
0,1.34474599910474,0,4.93603132074871
0,1.12056863638404,0,4.83478717419309
0,1.00000000000001,0,4.35374045989927
0,1,0,3.99999999999999
0,1,0,3.90388124825807
0,1,0,3.35488272392383
0,1,0,3
0,1,0,3
0,1,0,2.99535778845259
0,1,0,2.95203956878087
0,0.999999999999999,0,2.88299256818784
0,0.999999999999999,0,2.09785115232732
0,0.999999999999999,0,2
0,0.999999999999999,0,1.95766983694062
-0.367780153988845,0.999999999999999,-0.183047237417655,1.20440487122724
-0.456066394069341,0.999999999999999,-0.400130356732504,1.00000000000001
-0.758726024128028,0.999999999999998,-0.628965576025453,1
-0.814249473447758,0.999999999999998,-0.961018381512018,1
-1.21006560481405,0.999999999999998,-1.31976622208798,1
-1.35040716788166,0.999999999999996,-2.00258405533588,1
-1.60865370208197,0.999999999999995,-2.48870058964996,1
-1.98893619739189,0.999999999999991,-2.76297502693428,0.999999999999999
-2.12611841749722,0.942837594093787,-4.44151187588801,0.999999999999992
-2.41546489199727,0.855789425789939,-6.60971130248805,0.993707274388889
-4.06784317512934,0.523995342639484,-12.1831399454376,0.991597843581405
-6.75902236519135,0,-418.745821755634,0
