"adjacency","laplacian","adjacency_weighted","laplacian_weighted"
5.99032852878059,22.1724597025242,5.99032852878059,22.1724597025242
3.2921463605089,16.2169563859882,3.2921463605089,16.2169563859882
3.07316560282733,12.2747325694129,3.07316560282733,12.2747325694129
2.6174289199244,10.7677648705726,2.6174289199244,10.7677648705726
2.42970298122764,8.6681011698353,2.42970298122764,8.6681011698353
2.02876734865177,7.27093146222022,2.02876734865177,7.27093146222022
2.0080962161142,6.24043676779596,2.0080962161142,6.24043676779596
1.52750579934054,5.50106837927433,1.52750579934054,5.50106837927433
1.35045653675676,5.35410815539525,1.35045653675676,5.35410815539525
1.00560992208615,4.91059421998917,1.00560992208615,4.91059421998917
0.816829799458645,4.66020613310143,0.816829799458645,4.66020613310143
0.728219226073459,4.32202713651155,0.728219226073459,4.32202713651155
0.584488769942719,3.79381558670624,0.584488769942719,3.79381558670624
0.472495624436264,3.77360311622454,0.472495624436264,3.77360311622454
0,3.50168427009488,0,3.50168427009488
0,3.43046721683629,0,3.43046721683629
0,2.94930054377118,0,2.94930054377118
0,2.92558061921484,0,2.92558061921484
0,2.85246634170529,0,2.85246634170529
0,2.74191024992951,0,2.74191024992951
0,2.58586659913341,0,2.58586659913341
0,2.39345025763772,0,2.39345025763772
0,2.22338094848247,0,2.22338094848247
0,1.93219918313756,0,1.93219918313756
0,1.63627186185309,0,1.63627186185309
0,1.35774734713571,0,1.35774734713571
0,1.31027427862909,0,1.31027427862909
0,1.26729078449128,0,1.26729078449128
0,1.12644792360021,0,1.12644792360021
0,1,0,1
0,1,0,1
0,1,0,1
0,1,0,1
0,1,0,1
0,1,0,1
0,1,0,1
-0.472495624436264,1,-0.472495624436264,1
-0.584488769942722,0.999999999999999,-0.584488769942722,0.999999999999999
-0.72821922607346,0.999999999999999,-0.72821922607346,0.999999999999999
-0.816829799458645,0.999999999999999,-0.816829799458645,0.999999999999999
-1.00560992208615,0.999999999999998,-1.00560992208615,0.999999999999998
-1.35045653675676,0.999999999999998,-1.35045653675676,0.999999999999998
-1.52750579934054,0.999999999999997,-1.52750579934054,0.999999999999997
-2.0080962161142,0.849286938273995,-2.0080962161142,0.849286938273995
-2.02876734865177,0.786210801444883,-2.02876734865177,0.786210801444883
-2.42970298122764,0.678561035443565,-2.42970298122764,0.678561035443565
-2.6174289199244,0.604519653311401,-2.6174289199244,0.604519653311401
-3.07316560282733,0.571793208250414,-3.07316560282733,0.571793208250414
-3.2921463605089,0.348484282071324,-3.2921463605089,0.348484282071324
-5.9903285287806,0,-5.9903285287806,0
