"adjacency","laplacian","adjacency_weighted","laplacian_weighted"
7.32576608393665,32.1119403793311,426.703736677524,1052.52382908912
3.52625679971324,18.4076057811476,10.7157754086008,268.897479680031
2.69067071345531,13.9979982883706,4.59722652398987,165.219527586659
2.37416151451398,11.1320644356058,3.25217045984717,84.1333761718991
2.10917739544501,9.52811734981806,2.65863236127306,43.410609679014
1.89988045467041,7.86763063764148,2.0595917998313,35.3542623676545
1.77308952410503,6.89186288543052,1.61384182561427,29.986598102621
1.63685740784742,6.25420429347504,1.35877755908864,24.6007786059273
1.4820888272244,6.0371500579003,1.30283314018862,20.8715185207612
1.11742664191631,5.7358530433022,1.08886384274795,19.6080560102243
0.784192506002461,5.31668363992184,0.902784223555855,16.8434481945889
0.719952031462786,4.58259964158731,0.704880361726729,15.7690712382343
0.60749370182639,4.42267198299277,0.455017849152945,14.4109938921714
0.331670390751434,4.10104255913533,0.395279963708247,13.6931488416575
0.288819264035102,4.0543833875467,0.250978643616076,13.3021507093974
0,3.92683872199328,0,13.1765622128073
0,3.41842012895997,0,11.9389100743553
0,3.34236428007016,0,11.4952891161748
0,2.94227658444474,0,9.06179115957537
0,2.86936838617642,0,8.14159254069245
0,2.75271343888517,0,7.93259020123665
0,2.53062017264095,0,7.78472683763952
0,2.37386186532251,0,7.06171540378105
0,2.10051161511389,0,5.40125484449192
0,2,0,4.94433048971193
0,1.96882205401534,0,4.84405695130476
0,1.87493323435194,0,4.61768904709822
0,1.85341695766911,0,4.25414600941103
0,1.65041193402411,0,3.97306887146846
0,1.59330649531772,0,3.41953756809345
0,1.33120641798131,0,3
0,1,0,3
0,1,0,2.97783336477773
0,1,0,2.92338598666444
0,1,0,2.44515550536224
-0.288819264035101,1,-0.250978643616012,2.07058783497739
-0.331670390751432,1,-0.395279963708247,1.96853965369252
-0.607493701826391,1,-0.455017849152974,1.92635297826557
-0.719952031462784,1,-0.704880361726676,1.19116601235427
-0.784192506002462,0.999999999999999,-0.90278422355585,1.00000000000001
-1.11742664191631,0.999999999999999,-1.08886384274806,1
-1.4820888272244,0.999999999999999,-1.30283314018862,1
-1.63685740784742,0.999999999999998,-1.35877755908865,1
-1.77308952410503,0.999999999999997,-1.61384182561431,0.999999999999999
-1.89988045467041,0.981827995514229,-2.05959179983123,0.999999999999999
-2.10917739544501,0.915620037685585,-2.65863236127311,0.999999999999997
-2.37416151451398,0.78278495609805,-3.25217045984713,0.986715943023018
-2.69067071345531,0.726936758493759,-4.59722652398991,0.9231979497609
-3.52625679971323,0.621949602035026,-10.7157754086008,0.914954753319779
-7.32576608393666,0,-426.703736677524,0
