"adjacency","laplacian","adjacency_weighted","laplacian_weighted"
4.66495073048882,11.1011341051612,4.66495073048882,11.1011341051612
3.35763301258933,10.2309217942187,3.35763301258933,10.2309217942187
2.89318318786735,9.35078939388203,2.89318318786735,9.35078939388203
2.81638487306087,8.53399104361261,2.81638487306087,8.53399104361261
2.51521125315005,8.30835767900681,2.51521125315005,8.30835767900681
2.4728066835871,8.09444670267906,2.4728066835871,8.09444670267906
2.29067422236104,7.39786144052541,2.29067422236104,7.39786144052541
2.02477207612819,6.80334646217886,2.02477207612819,6.80334646217886
1.77178706278141,6.31922406577273,1.77178706278141,6.31922406577273
1.60318655694641,6.10028001053491,1.60318655694641,6.10028001053491
1.51677919302127,5.66640781472295,1.51677919302127,5.66640781472295
1.34966476062903,5.47054528554099,1.34966476062903,5.47054528554099
1.19889769756044,4.8779304312304,1.19889769756044,4.8779304312304
1.09978311623945,4.54592015742398,1.09978311623945,4.54592015742398
0.89244750287661,4.47959955800853,0.89244750287661,4.47959955800853
0.773989580965544,4.26247020787189,0.773989580965544,4.26247020787189
0,3.87834432928001,0,3.87834432928001
0,3.60515378659249,0,3.60515378659249
0,3.42921854046738,0,3.42921854046738
0,3.3043224627207,0,3.3043224627207
0,3.18669706136228,0,3.18669706136228
0,3.05266513307775,0,3.05266513307775
0,2.78060084425586,0,2.78060084425586
0,2.69795139043505,0,2.69795139043505
0,2.57636615483903,0,2.57636615483903
0,2.36287136289376,0,2.36287136289376
0,2.24434479372539,0,2.24434479372539
0,2,0,2
0,1.99420993380786,0,1.99420993380786
0,1.94624148585298,0,1.94624148585298
0,1.85885020187073,0,1.85885020187073
0,1.74866575736699,0,1.74866575736699
0,1.61966319093376,0,1.61966319093376
0,1.58701913989224,0,1.58701913989224
0,1.48453038285172,0,1.48453038285172
0,1.29377264139361,0,1.29377264139361
-0.773989580965546,1.19973449057715,-0.773989580965546,1.19973449057715
-0.892447502876608,1.06829378279286,-0.892447502876608,1.06829378279286
-1.09978311623945,1.0056160449701,-1.09978311623945,1.0056160449701
-1.19889769756044,0.999999999999998,-1.19889769756044,0.999999999999998
-1.34966476062903,0.893664549220154,-1.34966476062903,0.893664549220154
-1.51677919302127,0.868176357173096,-1.51677919302127,0.868176357173096
-1.60318655694641,0.853386230195151,-1.60318655694641,0.853386230195151
-1.77178706278141,0.72024253442879,-1.77178706278141,0.72024253442879
-2.02477207612819,0.698477906746202,-2.02477207612819,0.698477906746202
-2.29067422236104,0.54382357544678,-2.29067422236104,0.54382357544678
-2.4728066835871,0.503866804946387,-2.4728066835871,0.503866804946387
-2.51521125315005,0.45000297751265,-2.51521125315005,0.45000297751265
-2.81638487306087,0,-2.81638487306087,0
-2.89318318786735,0,-2.89318318786735,0
-3.35763301258934,0,-3.35763301258934,0
-4.66495073048881,0,-4.66495073048881,0
