"adjacency","laplacian","adjacency_weighted","laplacian_weighted"
7.01590037806444,34.077986543683,426.042465317429,1058.79527085809
3.63565515401445,19.202749072681,10.2929809385134,274.734386203862
2.7851351497271,12.9591639806895,5.62430811108596,161.451833243132
2.33555772117079,11.642150044114,3.67963086558138,87.2016931215592
1.75070076982017,7.49480786888269,2.86430807599228,45.5667103436742
1.55429809738808,6.70733351621711,1.61431279074275,31.8175742214033
1.22203191024482,5.23961243239374,1.26408797007298,27.4953161972486
0.931772921590755,4.8140088103384,1.09090785881274,25.7305200516999
0.71062457524208,4.12781153732436,0.318590204768211,22.3768258377922
0,3.49666559331786,0,17.5044534254053
0,2.77117022834337,0,16.5489924805155
0,2.5721277791559,0,15.0572445396882
0,2.52449215431245,0,13.0034131377699
0,2.00000000000002,0,11.8700004479289
0,2.00000000000001,0,11.6009278465948
0,2,0,10.9203572995936
0,2,0,10.112550087557
0,2,0,9.6537318553576
0,2,0,9.17247020837672
0,2,0,8.46060929646262
0,2,0,7.96565342197911
0,2,0,7.6300182211171
0,2,0,5.70987175702645
0,2,0,5.00000000000004
0,1.92197117582249,0,4.97291583730677
0,1.75861397418955,0,4.47285800599227
0,1.71868193273886,0,4
0,1.60460540543524,0,3.994554509083
0,1.50101216734538,0,3.9797714034955
0,1.39122460506319,0,3.93685876153891
0,1.1819890412911,0,3.92158633856126
0,1.06598979484764,0,3.16816529902892
0,1,0,3
0,1,0,2.96246653407127
0,1,0,2.30935137699205
0,1,0,2
0,1,0,2
0,1,0,2
0,1,0,2
0,1,0,2
0,1,0,1.99277410974806
-0.710624575242082,1,-0.318590204768131,1.98807479176143
-0.931772921590754,0.999999999999999,-1.09090785881282,1.84434528161212
-1.22203191024482,0.999999999999999,-1.26408797007297,1.09279001017581
-1.55429809738808,0.999999999999999,-1.61431279074275,1
-1.75070076982017,0.999999999999999,-2.86430807599231,1
-2.33555772117078,0.875464670333105,-3.67963086558139,0.999999999999992
-2.7851351497271,0.792907177342463,-5.62430811108596,0.994116836056245
-3.63565515401445,0.557460494137692,-10.2929809385135,0.98894680074058
-7.01590037806444,0,-426.042465317429,0
