"adjacency","laplacian","adjacency_weighted","laplacian_weighted"
4.60813503692966,11.0660493915971,55.8719581606984,129.678982253079
3.22335181012207,10.0764389524936,38.1178028783026,113.043078270047
3.11787510399201,9.20784000733925,36.9803267313701,106.059601277931
2.82342057525279,8.30818299909969,36.5723704277211,102.168834804488
2.74928980171034,8.17345088010682,32.7534301237638,99.4906311950883
2.38198998706389,7.79173362239553,27.8077479312427,95.2612342614215
2.267566911454,7.05181049980642,27.3026982080801,90.1923440361268
1.97100427086197,7.04133072750265,27.0142202731397,85.4513727823219
1.81748552064138,6.46607162771697,20.0692751843626,79.867813929196
1.66932512194531,6.03453280810093,18.9230754264778,70.1069296696167
1.42320932019519,5.54385108140597,15.7284811764759,63.1514429074678
1.32464538088399,5.38190860474623,14.7049850226105,62.1191962511789
1.12333502259058,5.15965071813459,13.2794658485421,61.4043236878232
0.937216238536618,4.76724964644558,11.0687479763016,56.5584054841231
0.85683905836015,4.63347336128789,8.49334628622283,54.9113860335588
0.823722208901971,4.2193976469784,7.58501642006947,46.7973605870544
0,4.17332607141314,0,46.3238149484624
0,3.93342712192461,0,42.7623715725937
0,3.92836420977831,0,40.0907337165175
0,3.15858015541094,0,36.7334965589796
0,3.02992398098017,0,34.8434913269968
0,2.90516331757374,0,32.688038165182
0,2.78323132796292,0,32.5597929023039
0,2.52615624497081,0,27.3771497710528
0,2.49602465431332,0,26.481458540145
0,2.40955396999585,0,25.2830539493071
0,2.21870675275265,0,24.2951314666105
0,2.06189014769325,0,23.2551973840276
0,2,0,21.6292616730106
0,1.96249584980896,0,21.0390873567161
0,1.91030651950172,0,20.0245449017491
0,1.80357120528812,0,19.268093359303
0,1.77090117058253,0,18.2196439576647
0,1.62127603351015,0,17.336283507826
0,1.52100664944885,0,16.8573312722519
0,1.41085522761385,0,15.9997810756267
-0.823722208901971,1.28987745119476,-7.58501642006947,14.6530667402229
-0.85683905836015,1.19490725115444,-8.49334628622283,13.0443648128415
-0.937216238536616,1,-11.0687479763016,12.9418552729612
-1.12333502259058,0.971263635772312,-13.279465848542,10.4968653875915
-1.32464538088399,0.909941885157774,-14.7049850226105,9.02161167150644
-1.42320932019519,0.827983127167806,-15.7284811764759,8.0568102205894
-1.66932512194531,0.812362848970866,-18.9230754264778,7.9186091063518
-1.81748552064138,0.744950921069649,-20.0692751843626,6.91919892939426
-1.97100427086197,0.669928248627299,-27.0142202731396,6.51002014149052
-2.267566911454,0.568260783212003,-27.3026982080801,6.14747771929905
-2.3819899870639,0.462790661991587,-27.8077479312427,4.95942516090193
-2.74928980171034,0,-32.7534301237638,0
-2.82342057525279,0,-36.5723704277211,0
-3.11787510399201,0,-36.9803267313701,0
-3.22335181012207,0,-38.1178028783026,0
-4.60813503692967,0,-55.8719581606984,0
