"adjacency","laplacian","adjacency_weighted","laplacian_weighted"
4.50094292935929,10.847589469832,482.310299003546,1025.47412443209
3.55358092401427,9.42978686626049,49.6636535051572,238.988714629761
2.94762363809767,9.3318927777739,36.9692450203627,82.7273339502135
2.75400521692591,8.7946080842371,34.5665445043408,79.6129702780294
2.56736297266091,7.99307230371328,21.0922105157331,67.5479382438446
2.40663450603717,7.66607447231473,13.3088469628279,48.7924109677094
2.26813977096384,7.10101011783745,12.0297063712273,44.1913031311188
1.95872521511699,6.73816567907757,9.50279987333365,31.1217797248851
1.83635350495023,6.41764789093809,6.17504243565121,27.7040327131419
1.66977104216036,6.20772214928436,5.92406184311869,26.8722963470052
1.4625774413367,6.04714412474186,5.83330654581603,25.5523390016217
1.36442621312606,5.29944183765911,5.23913088059568,23.2084678189591
1.14550533263322,4.73090286047458,3.27763823158082,19.0996232847294
1.05199593646055,4.41448590227935,3.15011623326319,16.603679987238
0.946700395917221,4.2280456625041,2.7082035462837,15.4708688680833
0,4.01755330107612,0,14.7050618117263
0,3.63822023486636,0,14.2528600760719
0,3.23968910716891,0,13.9713197056625
0,3,0,13.4877051689836
0,3,0,10.807298413372
0,2.97095904093187,0,9.45693677657366
0,2.90779423927047,0,8.27189316177216
0,2.83488292561276,0,7.92500301035737
0,2.64791696505498,0,7.84496099457522
0,2.61936283151886,0,7.05857327527994
0,2.48252971035449,0,6.67660398180794
0,2.37619863243604,0,6.48663854607781
0,2.2466372978908,0,6.22815490180211
0,2.13572668718145,0,5.8934868183363
0,2,0,5.24493401578314
0,2,0,4.97404818513976
0,1.89984618728134,0,4.7024692043727
0,1.74648945915781,0,4.37864043544747
0,1.72504309307214,0,3.7305570853185
0,1.69683500460008,0,3.43165080186156
-0.946700395917223,1.56980795366205,-2.70820354628369,3.15172860969276
-1.05199593646055,1.35165945292482,-3.15011623326317,3.04004452250288
-1.14550533263322,1.34320966524428,-3.27763823158086,2.93237522557842
-1.36442621312606,1,-5.23913088059569,2.64598850620218
-1.4625774413367,0.948280917091016,-5.83330654581606,2.22945848755552
-1.66977104216036,0.778735191851247,-5.92406184311866,1.89256068016464
-1.83635350495023,0.76645092353528,-6.17504243565121,1.84035889187413
-1.95872521511699,0.736818085856673,-9.50279987333363,1.73511209859217
-2.26813977096384,0.628407909542532,-12.0297063712273,1.59680460988189
-2.40663450603716,0.626424030307668,-13.3088469628279,1.26497468910888
-2.56736297266091,0.571635100426733,-21.0922105157332,1.12463921515668
-2.75400521692591,0.511930432736624,-34.5665445043408,0.807136404765839
-2.94762363809767,0.396407318838555,-36.9692450203628,0.682734877947965
-3.55358092401427,0.336958101580099,-49.6636535051572,0.559403432224546
-4.50094292935929,0,-482.310299003546,0
