"network","model","NODF","wine","binmatnest.temperature","links","totalweight"
"M_PL_007_GC.csv","PATEFIELD",42.0958874458874,89.7577384107796,7.36721753597559,109,979
"M_PL_007_GC.csv","RND",10.068253968254,-1.26490706982182,28.5932865986527,84,84
"M_PL_007_GC.csv","MGEN",43.8081632653061,92.9237111057325,8.75411735012802,107,979
"M_PL_007_GC.csv","SHUFFLE",9.01921768707483,-0.271561323090926,40.8709883868912,84,979
"M_PL_007_GC.csv","VAZ",36.3987394957983,92.4770287216558,6.08510219232353,84,979
"M_PL_007_GC.csv","SYTR",27.2207895279324,55.9525850644448,5.20422516774401,84,167
"M_PL_007_GC.csv","SWAP",39.5080532212885,89.9045605404763,6.7511143229278,84,979
"M_PL_007_GC.csv","WRND",6.83027210884354,1.80407951023359,32.2856292245023,84,979
"M_PL_007_GC.csv","BVAZ",16.9266483516483,46.255411233892,13.3482271818827,84,84
"M_PL_007_GC.csv","BSHUFFLE",20.1312306740878,64.8786155799946,10.592258220854,84,84
"M_PL_007_GC.csv","PATEFIELD",39.7888888888889,92.4150929730789,8.29286130200004,96,979
"M_PL_007_GC.csv","RND",10.6887755102041,9.3916851075851,40.1692265932625,84,84
"M_PL_007_GC.csv","MGEN",36.8583333333333,83.5515919286075,14.0591756633872,114,979
"M_PL_007_GC.csv","SHUFFLE",10.6891156462585,6.66549031153366,45.7751055908578,84,979
"M_PL_007_GC.csv","VAZ",42.3297619047619,97.6131271987839,5.39120321257319,84,979
"M_PL_007_GC.csv","SYTR",34.5625,71.3539763511874,2.37693970789044,84,155
"M_PL_007_GC.csv","SWAP",35.4753246753247,92.9373345390599,7.10462818162318,84,979
"M_PL_007_GC.csv","WRND",8.26972789115646,-1.8904827869902,29.6282102630495,84,979
"M_PL_007_GC.csv","BVAZ",18.6888888888889,50.3187340390843,15.8021913426216,84,84
"M_PL_007_GC.csv","BSHUFFLE",19.0038651824366,55.5184509379983,10.454908256879,84,84
"M_PL_007_GC.csv","PATEFIELD",39.263025210084,79.7299364377221,8.76280942770697,105,979
"M_PL_007_GC.csv","RND",9.54795918367347,10.2092096091437,35.6743667448842,84,84
"M_PL_007_GC.csv","MGEN",49.3015254586683,94.9759723038322,5.62942245921131,109,979
"M_PL_007_GC.csv","SHUFFLE",8.53973922902494,10.5602198581654,45.841080321933,84,979
"M_PL_007_GC.csv","VAZ",37.1261904761905,93.0409784427667,6.80712573678758,84,979
"M_PL_007_GC.csv","SYTR",47.5349206349206,71.6456985330321,8.20455343195546,84,122
"M_PL_007_GC.csv","SWAP",31.6723704866562,79.0616326460894,6.76613842420447,84,979
"M_PL_007_GC.csv","WRND",7.1108843537415,-5.67369676266943,37.1913351956028,84,979
"M_PL_007_GC.csv","BVAZ",11.6219542362399,29.1800038827758,27.1467049042111,84,84
"M_PL_007_GC.csv","BSHUFFLE",18.7354978354978,59.9008336111557,9.75409180943347,84,84
"M_PL_007_GC.csv","PATEFIELD",42.2721088435374,88.4551160952162,8.03283674604793,101,979
"M_PL_007_GC.csv","RND",10.3758503401361,16.0304767703418,22.2170362153146,84,84
"M_PL_007_GC.csv","MGEN",42.066156462585,91.0812824938075,6.51563548618038,102,979
"M_PL_007_GC.csv","SHUFFLE",8.21190476190476,-9.55811265754934,49.3467770790334,84,979
"M_PL_007_GC.csv","VAZ",41.1404761904762,94.7523833838836,5.59208700949732,84,979
"M_PL_007_GC.csv","SYTR",53.7147869674185,83.7598794044483,2.93120586806124,84,258
"M_PL_007_GC.csv","SWAP",36.1287878787879,88.9674751305425,6.82844538847897,84,979
"M_PL_007_GC.csv","WRND",5.3108843537415,-6.46842563923135,40.8630750215689,84,979
"M_PL_007_GC.csv","BVAZ",16.7255102040816,40.088240173053,21.5535253562622,84,84
"M_PL_007_GC.csv","BSHUFFLE",20.0485776128633,59.8881834990496,10.3147060462448,84,84
"M_PL_007_GC.csv","PATEFIELD",45.6258503401361,93.0207444497694,6.06161135503752,104,979
"M_PL_007_GC.csv","RND",6.51734693877551,4.53204247740357,40.4010252768601,84,84
"M_PL_007_GC.csv","MGEN",42.8571428571429,90.587381233119,8.95045053672967,102,979
"M_PL_007_GC.csv","SHUFFLE",6.93792517006803,-13.2778071445533,42.7058188743451,84,979
"M_PL_007_GC.csv","VAZ",42.3940476190476,93.138566799919,6.36827271785632,84,979
"M_PL_007_GC.csv","SYTR",51.572440028643,73.035082528892,5.21614509924535,84,177
"M_PL_007_GC.csv","SWAP",35.3244897959184,91.9081222675617,6.15186335568935,84,979
"M_PL_007_GC.csv","WRND",13.0743764172336,7.66065688594543,26.9373475082643,84,979
"M_PL_007_GC.csv","BVAZ",14.3020408163265,41.4848396892354,18.3797350688722,84,84
"M_PL_007_GC.csv","BSHUFFLE",17.4330241187384,57.2268931185225,11.0110859665311,84,84
"M_PL_007_GC.csv","PATEFIELD",44.0465628356606,93.4901046228869,6.17057039750012,99,979
"M_PL_007_GC.csv","RND",7.29115646258503,-1.43809761633421,32.6549995754684,84,84
"M_PL_007_GC.csv","MGEN",36.6554112554113,84.1655722904699,11.7002709650363,104,979
"M_PL_007_GC.csv","SHUFFLE",5.24931972789116,-11.192835365541,53.8502588544072,84,979
"M_PL_007_GC.csv","VAZ",40.3597923379878,92.9856988763271,6.47814363155356,84,979
"M_PL_007_GC.csv","SYTR",43.3821995464853,80.1635331764156,2.16781407654082,84,181
"M_PL_007_GC.csv","SWAP",32.0803854875283,90.6745505664395,6.15042351817837,84,979
"M_PL_007_GC.csv","WRND",9.75147392290249,4.61911977074959,31.6519221311375,84,979
"M_PL_007_GC.csv","BVAZ",16.1772108843537,44.3489712328694,18.2196560756538,84,84
"M_PL_007_GC.csv","BSHUFFLE",19.8431972789116,61.6767524119166,11.2652322708562,84,84
"M_PL_007_GC.csv","PATEFIELD",40.9920634920635,93.4458095435829,8.89191070061421,96,979
"M_PL_007_GC.csv","RND",8.17448979591837,11.0876314063441,27.7110400243401,84,84
"M_PL_007_GC.csv","MGEN",45.6261286332715,94.5052257978314,7.74692710879357,110,979
"M_PL_007_GC.csv","SHUFFLE",9.56785714285714,-4.37989629725914,37.6190789382183,84,979
"M_PL_007_GC.csv","VAZ",35.9238095238095,91.9481666893881,6.61317751342216,84,979
"M_PL_007_GC.csv","SYTR",49.1634920634921,76.1754604815914,7.75541541891825,84,255
"M_PL_007_GC.csv","SWAP",30.7917748917749,82.2505982634125,7.74484082684364,84,979
"M_PL_007_GC.csv","WRND",9.1108843537415,-4.08803954394752,38.5924208928352,84,979
