"network","model","NODF","wine","binmatnest.temperature","links","totalweight"
"M_PL_007.csv","NETWORK",18.4237518037518,61.393803827426,9.51431022573238,85,980
"M_PL_007.csv","HNESTED",13.0666666666667,100,11.6379710383101,85,85
"M_PL_007.csv","NESTED",60.1333333333333,100,4.20340016232498,85,85
"M_PL_007.csv","WNESTED",60.1333333333333,101.377036150203,11.6379710383101,85,980
"M_PL_007.csv","RND",10.2512698412698,15.8220688893317,26.1528853781911,85,85
"M_PL_007.csv","MGEN",44.7173775017253,92.7707723116399,7.75076950683009,110,980
"M_PL_007.csv","SHUFFLE",5.93333333333333,19.2933064712071,41.21240388859,85,980
"M_PL_007.csv","VAZ",35.7130158730159,89.9909667910277,5.61076691570927,85,980
"M_PL_007.csv","SYTR",34.356835016835,77.2199713862527,2.28006379400078,85,173
"M_PL_007.csv","SWAP",32.6450793650794,88.8491851075765,6.27919458361868,85,980
"M_PL_007.csv","WRND",6.21746031746032,6.39213784324935,25.9401562000825,85,980
"M_PL_007.csv","BVAZ",13.7466666666667,39.4469956753859,22.7089897209854,85,85
"M_PL_007.csv","BSHUFFLE",17.9465223665224,53.4454392705819,8.65558426575862,85,85
"M_PL_007.csv","PATEFIELD",39.1487004498769,90.100623027101,6.64515523845505,99,980
"M_PL_007.csv","RND",7.57047619047619,18.4360756577809,34.4963393746147,85,85
"M_PL_007.csv","MGEN",39.8063492063492,93.0960262772336,7.41389050778373,107,980
"M_PL_007.csv","SHUFFLE",4.97333333333333,-13.5352633928058,48.1137358771854,85,980
"M_PL_007.csv","VAZ",39.5077777777778,93.4022716461325,5.72089133020623,85,980
"M_PL_007.csv","SYTR",37.6355860805861,79.1246587230448,1.42455660976747,85,175
"M_PL_007.csv","SWAP",30.4188888888889,89.4966042200992,7.65517512290541,85,980
"M_PL_007.csv","WRND",5.84126984126984,11.5502682899328,35.529960091432,85,980
"M_PL_007.csv","BVAZ",13.5857912457912,36.6693432457486,19.586131090863,85,85
"M_PL_007.csv","BSHUFFLE",19.2621645021645,56.9437476121446,8.70477916302129,85,85
"M_PL_007.csv","PATEFIELD",39.5478787878788,90.94321823027,6.35960326976538,109,980
"M_PL_007.csv","RND",8.89666666666666,9.12502282728436,20.1112540569925,85,85
"M_PL_007.csv","MGEN",41.0184126984127,92.9414020371561,8.46577122169424,121,980
