"values","ind","MODEL"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
170,"adj_weighted_energy","RND"
11.1011341051612,"lpl_spect_rad_weighted","RND"
11.461093427505,"lpl_spect_rad_weighted","RND"
11.8399959585085,"lpl_spect_rad_weighted","RND"
10.459603232879,"lpl_spect_rad_weighted","RND"
11.3657435054111,"lpl_spect_rad_weighted","RND"
11.7903986738528,"lpl_spect_rad_weighted","RND"
10.4396638498178,"lpl_spect_rad_weighted","RND"
13.4602391563527,"lpl_spect_rad_weighted","RND"
9.817087841853,"lpl_spect_rad_weighted","RND"
10.6120456775573,"lpl_spect_rad_weighted","RND"
10.776730499072,"lpl_spect_rad_weighted","RND"
11.0445942814031,"lpl_spect_rad_weighted","RND"
12.1941404408933,"lpl_spect_rad_weighted","RND"
10.0170522760408,"lpl_spect_rad_weighted","RND"
10.6043934016626,"lpl_spect_rad_weighted","RND"
10.3870830480679,"lpl_spect_rad_weighted","RND"
10.3327037743097,"lpl_spect_rad_weighted","RND"
10.6784958763586,"lpl_spect_rad_weighted","RND"
10.2987095586133,"lpl_spect_rad_weighted","RND"
11.2850266193737,"lpl_spect_rad_weighted","RND"
10.7230832159117,"lpl_spect_rad_weighted","RND"
10.2851837363995,"lpl_spect_rad_weighted","RND"
11.750663438126,"lpl_spect_rad_weighted","RND"
10.5363568452194,"lpl_spect_rad_weighted","RND"
10.5603287172703,"lpl_spect_rad_weighted","RND"
12.404761296721,"lpl_spect_rad_weighted","RND"
13.1954800172306,"lpl_spect_rad_weighted","RND"
10.4364241628105,"lpl_spect_rad_weighted","RND"
11.8943005947623,"lpl_spect_rad_weighted","RND"
10.1615739619143,"lpl_spect_rad_weighted","RND"
984,"lpl_weighted_energy","RND"
944,"lpl_weighted_energy","RND"
1018,"lpl_weighted_energy","RND"
930,"lpl_weighted_energy","RND"
934,"lpl_weighted_energy","RND"
1032,"lpl_weighted_energy","RND"
948,"lpl_weighted_energy","RND"
1012,"lpl_weighted_energy","RND"
924,"lpl_weighted_energy","RND"
944,"lpl_weighted_energy","RND"
966,"lpl_weighted_energy","RND"
964,"lpl_weighted_energy","RND"
952,"lpl_weighted_energy","RND"
938,"lpl_weighted_energy","RND"
935.999999999999,"lpl_weighted_energy","RND"
950,"lpl_weighted_energy","RND"
918,"lpl_weighted_energy","RND"
948,"lpl_weighted_energy","RND"
948,"lpl_weighted_energy","RND"
982,"lpl_weighted_energy","RND"
980,"lpl_weighted_energy","RND"
952,"lpl_weighted_energy","RND"
1002,"lpl_weighted_energy","RND"
966,"lpl_weighted_energy","RND"
942.000000000001,"lpl_weighted_energy","RND"
970,"lpl_weighted_energy","RND"
970,"lpl_weighted_energy","RND"
963.999999999999,"lpl_weighted_energy","RND"
1000,"lpl_weighted_energy","RND"
935.999999999999,"lpl_weighted_energy","RND"
7.94902121486374,"spect_rad","MGEN"
7.6752567571396,"spect_rad","MGEN"
8.31576644451863,"spect_rad","MGEN"
7.47419182332552,"spect_rad","MGEN"
7.89404876948119,"spect_rad","MGEN"
7.91231243598513,"spect_rad","MGEN"
8.04274524498756,"spect_rad","MGEN"
7.97742122782525,"spect_rad","MGEN"
8.15581198760819,"spect_rad","MGEN"
7.87278130677448,"spect_rad","MGEN"
8.1445886055732,"spect_rad","MGEN"
7.92767910121551,"spect_rad","MGEN"
8.03495534168491,"spect_rad","MGEN"
7.92293835769973,"spect_rad","MGEN"
8.02154627397874,"spect_rad","MGEN"
8.01640687213596,"spect_rad","MGEN"
8.04713990643303,"spect_rad","MGEN"
8.14870681816541,"spect_rad","MGEN"
7.7712812890127,"spect_rad","MGEN"
7.98661301033524,"spect_rad","MGEN"
7.89744627808219,"spect_rad","MGEN"
8.13777784708541,"spect_rad","MGEN"
7.46717297883824,"spect_rad","MGEN"
7.93049395788801,"spect_rad","MGEN"
8.11644556134095,"spect_rad","MGEN"
7.82662433974317,"spect_rad","MGEN"
8.04004479294635,"spect_rad","MGEN"
7.81055591702709,"spect_rad","MGEN"
7.71403387558159,"spect_rad","MGEN"
7.75716964605933,"spect_rad","MGEN"
56.9099325538002,"adj_energy","MGEN"
58.6907819953424,"adj_energy","MGEN"
64.5710680669873,"adj_energy","MGEN"
59.5755486108014,"adj_energy","MGEN"
62.083993466143,"adj_energy","MGEN"
60.3000136626766,"adj_energy","MGEN"
60.911700772822,"adj_energy","MGEN"
55.5253651583942,"adj_energy","MGEN"
59.8447730246471,"adj_energy","MGEN"
53.8793773991686,"adj_energy","MGEN"
62.08835279324,"adj_energy","MGEN"
57.0087936223206,"adj_energy","MGEN"
61.3220499219961,"adj_energy","MGEN"
61.7365314920054,"adj_energy","MGEN"
62.0924480262434,"adj_energy","MGEN"
61.665912629448,"adj_energy","MGEN"
59.573756917139,"adj_energy","MGEN"
56.3389813967983,"adj_energy","MGEN"
61.3357334075307,"adj_energy","MGEN"
58.7160614030709,"adj_energy","MGEN"
62.7861450363348,"adj_energy","MGEN"
64.4423744755569,"adj_energy","MGEN"
50.8031039110269,"adj_energy","MGEN"
59.0996161605619,"adj_energy","MGEN"
60.213202713872,"adj_energy","MGEN"
58.4403276226769,"adj_energy","MGEN"
59.3872491982967,"adj_energy","MGEN"
56.615654839181,"adj_energy","MGEN"
54.0606179372019,"adj_energy","MGEN"
56.8401482433668,"adj_energy","MGEN"
36.1224704059446,"lpl_spect_rad","MGEN"
34.1215724313889,"lpl_spect_rad","MGEN"
37.128067586484,"lpl_spect_rad","MGEN"
33.1176464341355,"lpl_spect_rad","MGEN"
35.121036202541,"lpl_spect_rad","MGEN"
35.1297143085974,"lpl_spect_rad","MGEN"
33.1548179392522,"lpl_spect_rad","MGEN"
37.1050402742209,"lpl_spect_rad","MGEN"
37.110651586387,"lpl_spect_rad","MGEN"
37.0993101961119,"lpl_spect_rad","MGEN"
35.1402248124668,"lpl_spect_rad","MGEN"
35.1242082702437,"lpl_spect_rad","MGEN"
37.1095534802085,"lpl_spect_rad","MGEN"
35.1243153306231,"lpl_spect_rad","MGEN"
35.1319022059938,"lpl_spect_rad","MGEN"
35.1220528304248,"lpl_spect_rad","MGEN"
35.1290539110193,"lpl_spect_rad","MGEN"
34.1791016706562,"lpl_spect_rad","MGEN"
35.1175578361938,"lpl_spect_rad","MGEN"
36.1120601126784,"lpl_spect_rad","MGEN"
35.127820899788,"lpl_spect_rad","MGEN"
32.1940576129385,"lpl_spect_rad","MGEN"
33.1391274693995,"lpl_spect_rad","MGEN"
37.1027289097876,"lpl_spect_rad","MGEN"
37.1193590224057,"lpl_spect_rad","MGEN"
35.121090118651,"lpl_spect_rad","MGEN"
34.1529111768715,"lpl_spect_rad","MGEN"
36.1041340156235,"lpl_spect_rad","MGEN"
35.1165582095089,"lpl_spect_rad","MGEN"
35.115477428465,"lpl_spect_rad","MGEN"
158.307766553898,"lpl_energy","MGEN"
160.612822020431,"lpl_energy","MGEN"
167.168139672825,"lpl_energy","MGEN"
157.574030646806,"lpl_energy","MGEN"
165.821208454129,"lpl_energy","MGEN"
164.487374620407,"lpl_energy","MGEN"
168.102016833538,"lpl_energy","MGEN"
162.071565564563,"lpl_energy","MGEN"
169.817842241868,"lpl_energy","MGEN"
163.207546695653,"lpl_energy","MGEN"
171.850233337317,"lpl_energy","MGEN"
165.012086552454,"lpl_energy","MGEN"
163.442086601492,"lpl_energy","MGEN"
164.904656922101,"lpl_energy","MGEN"
170.422824866393,"lpl_energy","MGEN"
170.608928833905,"lpl_energy","MGEN"
169.28328786355,"lpl_energy","MGEN"
165.223074674132,"lpl_energy","MGEN"
159.416998467557,"lpl_energy","MGEN"
168.909369360522,"lpl_energy","MGEN"
162.320541331977,"lpl_energy","MGEN"
170.286991740952,"lpl_energy","MGEN"
153.475372758255,"lpl_energy","MGEN"
159.745800418551,"lpl_energy","MGEN"
162.314049220793,"lpl_energy","MGEN"
160.139031921178,"lpl_energy","MGEN"
166.252606361793,"lpl_energy","MGEN"
167.181562859159,"lpl_energy","MGEN"
155.603626184171,"lpl_energy","MGEN"
161.47383496888,"lpl_energy","MGEN"
0.571275460688789,"algebraic_connectivity","MGEN"
0.723279023877489,"algebraic_connectivity","MGEN"
0.820953839293796,"algebraic_connectivity","MGEN"
0.365932359726864,"algebraic_connectivity","MGEN"
0.674274937742146,"algebraic_connectivity","MGEN"
0.76494988119968,"algebraic_connectivity","MGEN"
0.729839924791369,"algebraic_connectivity","MGEN"
0.696809555340092,"algebraic_connectivity","MGEN"
0.731290722987619,"algebraic_connectivity","MGEN"
0.673612219578129,"algebraic_connectivity","MGEN"
0.742757171232342,"algebraic_connectivity","MGEN"
0.697514589970444,"algebraic_connectivity","MGEN"
0.778045841414982,"algebraic_connectivity","MGEN"
0.67782072781663,"algebraic_connectivity","MGEN"
0.772088815240989,"algebraic_connectivity","MGEN"
0.711137416709196,"algebraic_connectivity","MGEN"
0.667280676190987,"algebraic_connectivity","MGEN"
0.770643350907939,"algebraic_connectivity","MGEN"
0.687336129003035,"algebraic_connectivity","MGEN"
0.689241483303789,"algebraic_connectivity","MGEN"
0.809727150708673,"algebraic_connectivity","MGEN"
0.651837829332844,"algebraic_connectivity","MGEN"
0.649372781191851,"algebraic_connectivity","MGEN"
0.753623383267673,"algebraic_connectivity","MGEN"
0.73179456585018,"algebraic_connectivity","MGEN"
0.693518303590554,"algebraic_connectivity","MGEN"
0.585305949629264,"algebraic_connectivity","MGEN"
0.708379279989066,"algebraic_connectivity","MGEN"
0.514968722620338,"algebraic_connectivity","MGEN"
0.703880640461711,"algebraic_connectivity","MGEN"
416.765380477705,"spect_rad_weighted","MGEN"
420.764046696344,"spect_rad_weighted","MGEN"
382.023552273518,"spect_rad_weighted","MGEN"
400.741919529439,"spect_rad_weighted","MGEN"
393.520452026154,"spect_rad_weighted","MGEN"
402.728716032373,"spect_rad_weighted","MGEN"
401.369955787871,"spect_rad_weighted","MGEN"
412.23467533151,"spect_rad_weighted","MGEN"
395.80969078224,"spect_rad_weighted","MGEN"
409.952652567368,"spect_rad_weighted","MGEN"
382.825414469902,"spect_rad_weighted","MGEN"
395.868755541421,"spect_rad_weighted","MGEN"
422.303244643411,"spect_rad_weighted","MGEN"
408.91923128766,"spect_rad_weighted","MGEN"
394.472184694084,"spect_rad_weighted","MGEN"
394.123182418636,"spect_rad_weighted","MGEN"
400.45703240987,"spect_rad_weighted","MGEN"
389.309279012526,"spect_rad_weighted","MGEN"
402.566894148685,"spect_rad_weighted","MGEN"
392.492264543689,"spect_rad_weighted","MGEN"
391.375356947947,"spect_rad_weighted","MGEN"
403.698496663586,"spect_rad_weighted","MGEN"
406.952683787951,"spect_rad_weighted","MGEN"
397.158162857353,"spect_rad_weighted","MGEN"
409.324555297346,"spect_rad_weighted","MGEN"
402.689674359799,"spect_rad_weighted","MGEN"
397.547626318069,"spect_rad_weighted","MGEN"
397.209594808755,"spect_rad_weighted","MGEN"
399.207695064535,"spect_rad_weighted","MGEN"
395.462895998752,"spect_rad_weighted","MGEN"
347684,"adj_weighted_energy","MGEN"
354376,"adj_weighted_energy","MGEN"
292120,"adj_weighted_energy","MGEN"
321488,"adj_weighted_energy","MGEN"
309996,"adj_weighted_energy","MGEN"
324660,"adj_weighted_energy","MGEN"
322572,"adj_weighted_energy","MGEN"
340040,"adj_weighted_energy","MGEN"
313828,"adj_weighted_energy","MGEN"
336316,"adj_weighted_energy","MGEN"
293400,"adj_weighted_energy","MGEN"
313584,"adj_weighted_energy","MGEN"
356988,"adj_weighted_energy","MGEN"
334684,"adj_weighted_energy","MGEN"
311532,"adj_weighted_energy","MGEN"
310924,"adj_weighted_energy","MGEN"
321160,"adj_weighted_energy","MGEN"
303544,"adj_weighted_energy","MGEN"
324316,"adj_weighted_energy","MGEN"
308408,"adj_weighted_energy","MGEN"
306596,"adj_weighted_energy","MGEN"
326280,"adj_weighted_energy","MGEN"
331496,"adj_weighted_energy","MGEN"
315804,"adj_weighted_energy","MGEN"
335384,"adj_weighted_energy","MGEN"
324756,"adj_weighted_energy","MGEN"
316408,"adj_weighted_energy","MGEN"
315772,"adj_weighted_energy","MGEN"
318976,"adj_weighted_energy","MGEN"
313372,"adj_weighted_energy","MGEN"
1036.71336092671,"lpl_spect_rad_weighted","MGEN"
1050.03686087501,"lpl_spect_rad_weighted","MGEN"
971.948522902569,"lpl_spect_rad_weighted","MGEN"
1013.16910927645,"lpl_spect_rad_weighted","MGEN"
1001.23768256753,"lpl_spect_rad_weighted","MGEN"
1018.45008734979,"lpl_spect_rad_weighted","MGEN"
1014.39125426865,"lpl_spect_rad_weighted","MGEN"
1042.73652454139,"lpl_spect_rad_weighted","MGEN"
999.041467149135,"lpl_spect_rad_weighted","MGEN"
1030.39534590153,"lpl_spect_rad_weighted","MGEN"
980.5207451811,"lpl_spect_rad_weighted","MGEN"
994.802867935961,"lpl_spect_rad_weighted","MGEN"
1045.89524803956,"lpl_spect_rad_weighted","MGEN"
1027.62288874166,"lpl_spect_rad_weighted","MGEN"
996.130671548667,"lpl_spect_rad_weighted","MGEN"
1004.34971455205,"lpl_spect_rad_weighted","MGEN"
1016.21227226502,"lpl_spect_rad_weighted","MGEN"
989.263239793599,"lpl_spect_rad_weighted","MGEN"
1018.08033556466,"lpl_spect_rad_weighted","MGEN"
993.654611694547,"lpl_spect_rad_weighted","MGEN"
1004.36392125088,"lpl_spect_rad_weighted","MGEN"
994.290683467372,"lpl_spect_rad_weighted","MGEN"
1031.70782954017,"lpl_spect_rad_weighted","MGEN"
1007.25468627503,"lpl_spect_rad_weighted","MGEN"
1017.84167422612,"lpl_spect_rad_weighted","MGEN"
1018.2133633416,"lpl_spect_rad_weighted","MGEN"
1005.2468562933,"lpl_spect_rad_weighted","MGEN"
1012.22623569676,"lpl_spect_rad_weighted","MGEN"
1000.29786420971,"lpl_spect_rad_weighted","MGEN"
1001.19212345214,"lpl_spect_rad_weighted","MGEN"
1189938,"lpl_weighted_energy","MGEN"
1212744,"lpl_weighted_energy","MGEN"
1075464,"lpl_weighted_energy","MGEN"
1147978,"lpl_weighted_energy","MGEN"
1122734,"lpl_weighted_energy","MGEN"
1152052,"lpl_weighted_energy","MGEN"
1139614,"lpl_weighted_energy","MGEN"
1200878,"lpl_weighted_energy","MGEN"
1118940,"lpl_weighted_energy","MGEN"
1187244,"lpl_weighted_energy","MGEN"
1087854,"lpl_weighted_energy","MGEN"
1125734,"lpl_weighted_energy","MGEN"
1211538,"lpl_weighted_energy","MGEN"
1167360,"lpl_weighted_energy","MGEN"
1117378,"lpl_weighted_energy","MGEN"
1126360,"lpl_weighted_energy","MGEN"
1155724,"lpl_weighted_energy","MGEN"
1104238,"lpl_weighted_energy","MGEN"
1157412,"lpl_weighted_energy","MGEN"
1110482,"lpl_weighted_energy","MGEN"
1121136,"lpl_weighted_energy","MGEN"
1115250,"lpl_weighted_energy","MGEN"
1192120,"lpl_weighted_energy","MGEN"
1139628,"lpl_weighted_energy","MGEN"
1161330,"lpl_weighted_energy","MGEN"
1159690,"lpl_weighted_energy","MGEN"
1134038,"lpl_weighted_energy","MGEN"
1141298,"lpl_weighted_energy","MGEN"
1131508,"lpl_weighted_energy","MGEN"
1137034,"lpl_weighted_energy","MGEN"
4.48350199714734,"spect_rad","SHUFFLE"
4.11891827738803,"spect_rad","SHUFFLE"
4.05501042287147,"spect_rad","SHUFFLE"
4.22754884498209,"spect_rad","SHUFFLE"
4.1385568610705,"spect_rad","SHUFFLE"
4.27801506939073,"spect_rad","SHUFFLE"
4.30491292212539,"spect_rad","SHUFFLE"
4.21654121993556,"spect_rad","SHUFFLE"
4.05095661349362,"spect_rad","SHUFFLE"
4.26297878280567,"spect_rad","SHUFFLE"
4.65532481260981,"spect_rad","SHUFFLE"
3.99242945468598,"spect_rad","SHUFFLE"
4.25490510789516,"spect_rad","SHUFFLE"
4.44011877833175,"spect_rad","SHUFFLE"
4.37946244278963,"spect_rad","SHUFFLE"
4.17279052514299,"spect_rad","SHUFFLE"
4.46947257712094,"spect_rad","SHUFFLE"
4.1597002101174,"spect_rad","SHUFFLE"
4.09137702366227,"spect_rad","SHUFFLE"
4.16914542019129,"spect_rad","SHUFFLE"
4.33843762807073,"spect_rad","SHUFFLE"
4.53837694581369,"spect_rad","SHUFFLE"
4.24641008611006,"spect_rad","SHUFFLE"
4.35998703574365,"spect_rad","SHUFFLE"
4.16622447858409,"spect_rad","SHUFFLE"
4.13429948888964,"spect_rad","SHUFFLE"
4.58687239116401,"spect_rad","SHUFFLE"
4.4046194100009,"spect_rad","SHUFFLE"
4.03069521628347,"spect_rad","SHUFFLE"
4.42913592304911,"spect_rad","SHUFFLE"
67.9856511466562,"adj_energy","SHUFFLE"
69.2372877759902,"adj_energy","SHUFFLE"
68.8992396034106,"adj_energy","SHUFFLE"
67.9423329830859,"adj_energy","SHUFFLE"
68.0098387955328,"adj_energy","SHUFFLE"
68.3319937663561,"adj_energy","SHUFFLE"
67.9645654449144,"adj_energy","SHUFFLE"
68.2264008472505,"adj_energy","SHUFFLE"
67.6882508402301,"adj_energy","SHUFFLE"
68.8452206515617,"adj_energy","SHUFFLE"
67.4294568100224,"adj_energy","SHUFFLE"
69.8209045950367,"adj_energy","SHUFFLE"
68.8929238074024,"adj_energy","SHUFFLE"
68.0190778181756,"adj_energy","SHUFFLE"
67.5922016428164,"adj_energy","SHUFFLE"
68.7245142480211,"adj_energy","SHUFFLE"
67.7070841093349,"adj_energy","SHUFFLE"
67.5906671147337,"adj_energy","SHUFFLE"
68.055651988026,"adj_energy","SHUFFLE"
68.6274181861522,"adj_energy","SHUFFLE"
67.7874927665193,"adj_energy","SHUFFLE"
67.3053421060267,"adj_energy","SHUFFLE"
68.3409923204095,"adj_energy","SHUFFLE"
67.9055836531873,"adj_energy","SHUFFLE"
68.8024500597487,"adj_energy","SHUFFLE"
68.6014274019956,"adj_energy","SHUFFLE"
67.9267370651364,"adj_energy","SHUFFLE"
67.5107971622946,"adj_energy","SHUFFLE"
68.6750769906147,"adj_energy","SHUFFLE"
67.8560221363359,"adj_energy","SHUFFLE"
10.6841769328919,"lpl_spect_rad","SHUFFLE"
