"Network","Weighted","NodesA","NodesB","Links","Weight","Model","spect_rad","adj_energy","lpl_spect_rad","lpl_energy","algebraic_connectivity","spect_rad_weighted","lpl_spect_rad_weighted","adj_weighted_energy","lpl_weighted_energy","Connectance"
"M_PL_007",TRUE,36,16,85,980,"NETWORK",6.11771929873753,55.9947479967294,22.1814769037916,140.929085075231,2.40310906965696e-15,487.078583290957,1116.45550803818,477344,1334890,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"HNESTED",8.42584233673211,25.611564500756,37.6397985104216,160.059380139989,0.162617622313375,-1,-1,-1,-1,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"WNESTED",-1,-1,-1,-1,-1,488.396543844549,1175.33034592765,477344,1466348,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"RND",4.518490036362,67.0918798062064,11.063803039702,117.884583271219,0.0115610138038948,4.518490036362,11.063803039702,170,961.8,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"MGEN",7.93296593277787,59.228653881955,35.2931207563004,164.167909284975,0.691616424455282,400.662508892617,1011.24293496096,321548.8,1144823.26666667,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"SHUFFLE",4.27189086558223,68.2100867945659,10.6365965570695,112.494020385594,0.26291795937747,471.34399459752,965.059306502643,477344,1021127.66666667,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"VAZ",6.84549674960291,50.3032251618195,33.6443128085793,149.5194965905,0.472721548051304,408.851399748301,1035.6812068125,334994.666666667,1195907.86666667,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"SYTR",6.93532624189171,50.9048398538045,23.2790275208484,158.838510168085,0.0106210651390908,29.3783857125959,86.8738355891597,2156.86666666667,15684.2,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"SWAP",6.5442350174625,52.5822943320028,31.1539320400696,149.951882043097,0.44384514647501,425.250206533872,1050.10266649672,363448.4,1220994.4,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"WRND",4.55911481673919,66.9963346952913,11.3635852611363,117.790874058557,0.0222764441413499,54.0373070109148,135.427988186796,24382.4,131127.2,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"BVAZ",5.48958358117341,62.3727932801477,18.4657989105629,129.037300156196,0.2013021882796,5.48958358117341,18.4657989105629,170,1235.86666666667,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"BSHUFFLE",6.0924488913339,58.2588611205399,22.1848708320444,140.972774238316,0.20925101235428,6.0924488913339,22.1848708320444,170,1448,0.147569444444444
"M_PL_007",TRUE,36,16,85,980,"PATEFIELD",7.65385705065342,57.320150529792,34.3178911398226,161.23275863432,0.58473794162515,420.406605571348,1044.93622161615,353827.466666667,1211373.46666667,0.147569444444444
"M_PL_007_GC",TRUE,35,15,84,979,"NETWORK",6.11771929873753,53.9947479967294,22.1814769037915,138.387546613692,0.373215324256851,487.078583290957,1116.45550803818,477342,1334886,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"HNESTED",8.39953321271003,25.776551178583,37.0350723718999,155.95513157366,0.208281611011627,-1,-1,-1,-1,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"WNESTED",-1,-1,-1,-1,-1,488.384704768772,1171.45473382195,477342,1457062,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"RND",4.59998418421943,64.6504737612203,11.2281498053134,115.814204806134,0.0251707644800858,4.59998418421943,11.2281498053134,168,971.466666666667,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"MGEN",7.9158340458471,58.4181252645618,34.537411523268,158.475978832032,0.678979592384311,401.514483960656,1013.83722957934,323024.933333333,1147261.33333333,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"SHUFFLE",4.38556191202054,65.6552028954133,11.1743861789585,110.752368041332,0.340490552538707,471.279646098196,961.9257912267,477342,1017163.66666667,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"VAZ",6.86011852936751,49.2117450073048,33.3122354962359,145.829477073252,0.526011993348524,410.719993959533,1037.66669821695,338012.533333333,1198720.4,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"SYTR",7.01015898130602,49.4123055789584,22.2647416459351,156.722536303672,0.0147465818992364,28.2256028708289,81.3971698568477,1984.06666666667,14332.2,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"SWAP",6.56549669528884,51.164081556471,30.6927413625273,146.645096497068,0.494769958234134,424.326263463204,1048.79362222558,361366.4,1218910.4,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"WRND",4.56698224976063,64.9489451517683,11.2195614037442,114.911090083424,0.0143913943078911,54.6345691127976,133.791210907264,24655.0666666667,134297.066666667,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"BVAZ",5.53032459784437,60.3949253608191,18.5417753846594,126.724934384511,0.267374652905325,5.53032459784437,18.5417753846594,168,1235.33333333333,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"BSHUFFLE",6.14402154331994,56.4504620362343,22.1919784318957,137.95024633666,0.291409011490865,6.14402154331994,22.1919784318957,168,1444,0.16
"M_PL_007_GC",TRUE,35,15,84,979,"PATEFIELD",7.59548221050126,55.0740366598407,33.2610022625627,156.524201583843,0.631303889031305,420.461028239516,1045.02798130422,353930.266666667,1211474.26666667,0.16
